plot "move.csv" using 1:2 with lines
1,0
2,24
3,16
4,4
5,8
6,9
7,12
8,15
9,15
10,17
11,13
12,12
13,11
14,13
15,14
16,10
17,8
18,9
19,8
20,7
21,7
22,7
23,6
24,8
25,7
26,8
27,10
28,12
29,13
30,16
31,17
32,19
33,17
34,19
35,20
36,22
37,21
38,23
39,22
40,24
41,22
42,25
43,23
44,24
45,22
46,23
47,21
48,21
49,17
50,16
51,11
52,10
53,6
54,6
55,6
56,6
57,6
58,6
59,7
60,8
61,8
62,10
63,10
64,12
65,12
66,13
67,14
68,15
69,14
70,14
71,14
72,15
73,14
74,14
75,14
76,15
77,14
78,14
79,14
80,15
81,14
82,17
83,19
84,22
85,22
86,24
87,25
88,28
89,26
90,28
91,30
92,32
93,29
94,34
95,32
96,36
97,30
98,34
99,32
100,34
101,30
102,31
103,30
104,29
105,24
106,24
107,23
108,22
109,18
110,18
111,16
112,16
113,14
114,14
115,14
116,15
117,13
118,15
119,16
120,18
121,16
122,19
123,19
124,21
125,19
126,22
127,23
128,25
129,22
130,23
131,24
132,25
133,21
134,22
135,21
136,22
137,19
138,20
139,18
140,18
141,15
142,16
143,15
144,16
145,16
146,17
147,18
148,19
149,18
150,21
151,23
152,24
153,22
154,25
155,27
156,27
157,24
158,27
159,27
160,29
161,28
162,27
163,26
164,27
165,24
166,25
167,27
168,27
169,23
170,25
171,26
172,27
173,24
174,25
175,23
176,23
177,22
178,23
179,24
180,24
181,22
182,24
183,25
184,24
185,22
186,24
187,25
188,25
189,23
190,25
191,25
192,26
193,24
194,26
195,25
196,27
197,26
198,27
199,26
200,29
201,26
202,30
203,32
204,33
205,32
206,33
207,34
208,36
209,34
210,37
211,36
212,39
213,34
214,38
215,38
216,40
217,37
218,39
219,39
220,40
221,38
222,38
223,39
224,39
225,37
226,38
227,40
228,39
229,37
230,37
231,38
232,39
233,37
234,38
235,40
236,41
237,38
238,40
239,41
240,43
241,37
242,41
243,39
244,43
245,37
246,43
247,39
248,42
249,36
250,40
251,37
252,40
253,35
254,37
255,35
256,38
257,33
258,37
259,36
260,40
261,36
262,40
263,39
264,42
265,39
266,42
267,44
268,45
269,44
270,44
271,45
272,47
273,41
274,45
275,42
276,47
277,40
278,44
279,41
280,41
281,35
282,35
283,33
284,35
285,30
286,33
287,29
288,30
289,26
290,27
291,28
292,29
293,26
294,29
295,28
296,30
297,29
298,31
299,31
300,31
301,28
302,32
303,30
304,34
305,29
306,32
307,32
308,33
309,31
310,31
311,33
312,33
313,31
314,32
315,31
316,34
317,30
318,34
319,33
320,38
321,34
322,40
323,39
324,45
325,38
326,43
327,40
328,44
329,39
330,43
331,44
332,45
333,43
334,43
335,45
336,45
337,41
338,44
339,42
340,46
341,39
342,45
343,42
344,45
345,41
346,41
347,42
348,41
349,38
350,39
351,41
352,41
353,39
354,41
355,41
356,42
357,38
358,40
359,38
360,41
361,36
362,39
363,37
364,40
365,34
366,37
367,35
368,37
369,32
370,33
371,33
372,33
373,32
374,32
375,34
376,34
377,32
378,33
379,33
380,37
381,33
382,37
383,35
384,38
385,31
386,33
387,29
388,29
389,24
390,23
391,21
392,20
393,16
394,14
395,9
396,5
397,4
398,6
399,4
400,6
401,5
402,5
403,6
404,6
405,5
406,6
407,6
408,7
409,7
410,7
411,8
412,8
413,8
414,8
415,9
416,9
417,8
418,8
419,7
420,7
421,6
422,6
423,6
424,6
425,5
426,6
427,6
428,6
429,6
430,6
431,6
432,6
433,6
434,6
435,6
436,6
437,6
438,8
439,8
440,10
441,9
442,11
443,11
444,11
445,11
446,11
447,12
448,13
449,11
450,12
451,11
452,11
453,9
454,10
455,9
456,10
457,9
458,10
459,11
460,13
461,13
462,14
463,15
464,17
465,16
466,16
467,15
468,16
469,15
470,15
471,14
472,15
473,13
474,13
475,11
476,10
477,7
478,6
479,6
